,id_empresa,data_inicio_atividade,data_cadastro,nome_economico,nome_bairro
4574,4968,2019-06-03,2019-06-14,Empresa 4968,Bairro 13
4575,4316,2017-08-16,2017-08-31,Empresa 4316,Bairro 13
4576,3327,2014-03-04,2014-04-29,Empresa 3327,Bairro 13
4577,5226,2019-12-16,2020-03-06,Empresa 5226,Bairro 13
4578,3504,2011-11-01,2014-12-09,Empresa 3504,Bairro 13
4579,2485,2007-08-01,2008-02-08,Empresa 2485,Bairro 13
4580,5425,2020-09-29,2020-10-20,Empresa 5425,Bairro 13
4581,3152,2013-06-06,2013-06-20,Empresa 3152,Bairro 13
4582,5427,2020-03-05,2020-10-20,Empresa 5427,Bairro 13
4583,4255,2017-06-23,2017-07-18,Empresa 4255,Bairro 13
4584,1487,1991-02-01,2010-09-01,Empresa 1487,Bairro 13
4585,5703,2021-06-02,2021-06-08,Empresa 5703,Bairro 13
4586,3997,2016-07-04,2016-07-04,Empresa 3997,Bairro 13
4587,1832,2002-09-01,2009-01-07,Empresa 1832,Bairro 13
4588,6051,2022-04-05,2022-04-06,Empresa 6051,Bairro 13
4589,2080,2005-06-01,2007-02-28,Empresa 2080,Bairro 13
4590,1957,2004-04-02,2009-01-07,Empresa 1957,Bairro 13
4591,307,2011-07-26,2011-09-02,Empresa 307,Bairro 13
4592,1535,1998-07-02,2009-01-07,Empresa 1535,Bairro 13
4593,5442,2020-10-28,2020-10-28,Empresa 5442,Bairro 13
4594,199,2011-01-20,2011-03-08,Empresa 199,Bairro 13
4595,1444,1995-06-01,2007-02-14,Empresa 1444,Bairro 13
4596,4513,2018-02-20,2018-03-01,Empresa 4513,Bairro 13
4597,2317,2006-12-01,2007-01-24,Empresa 2317,Bairro 13
4598,1847,2002-10-22,2006-11-08,Empresa 1847,Bairro 13
4599,4713,2018-06-19,2018-08-01,Empresa 4713,Bairro 13
4600,1639,1999-09-01,2009-01-07,Empresa 1639,Bairro 13
4601,2697,2009-02-04,2009-02-18,Empresa 2697,Bairro 13
4602,4137,2017-03-02,2017-03-13,Empresa 4137,Bairro 13
4603,2312,2006-10-16,2006-12-21,Empresa 2312,Bairro 13
4604,3538,2014-09-22,2014-09-22,Empresa 3538,Bairro 13
4605,5468,2019-05-05,2020-11-20,Empresa 5468,Bairro 13
4606,5722,2021-06-02,2021-06-18,Empresa 5722,Bairro 13
4607,3691,2015-08-07,2015-08-25,Empresa 3691,Bairro 13
4608,4090,2016-12-08,2017-01-18,Empresa 4090,Bairro 13
4609,4423,2017-11-13,2017-12-04,Empresa 4423,Bairro 13
4610,17,2009-12-01,2009-12-23,Empresa 17,Bairro 13
4611,1911,1985-01-02,2009-01-07,Empresa 1911,Bairro 13
4612,3071,2012-03-01,2012-03-02,Empresa 3071,Bairro 13
4613,262,2011-05-05,2011-06-16,Empresa 262,Bairro 13
4614,3562,2015-02-12,2015-02-12,Empresa 3562,Bairro 13
4615,3131,2012-06-14,2013-01-31,Empresa 3131,Bairro 13
4616,1224,1992-10-01,2007-12-14,Empresa 1224,Bairro 13
4617,1731,2018-06-14,2009-01-07,Empresa 1731,Bairro 13
4618,4169,2016-12-06,2017-04-07,Empresa 4169,Bairro 13
4619,5316,2020-07-01,2020-07-08,Empresa 5316,Bairro 13
4620,268,2017-10-18,2011-07-01,Empresa 268,Bairro 13
4621,5936,2021-11-23,2021-11-23,Empresa 5936,Bairro 13
4622,2021,2004-06-26,2007-09-05,Empresa 2021,Bairro 13
4623,2189,2005-11-10,2011-07-22,Empresa 2189,Bairro 13
4624,529,2012-08-13,2012-08-15,Empresa 529,Bairro 13
4625,3208,2012-06-12,2013-12-03,Empresa 3208,Bairro 13
4626,864,2006-01-05,,Empresa 864,Bairro 13
4627,5877,2021-09-18,2021-09-23,Empresa 5877,Bairro 13
4628,460,2012-04-01,2012-05-03,Empresa 460,Bairro 13
4629,5261,2020-03-13,2020-04-28,Empresa 5261,Bairro 13
4630,1179,1991-04-02,2006-12-21,Empresa 1179,Bairro 13
4631,5191,2020-01-27,2020-01-31,Empresa 5191,Bairro 13
4632,1186,1991-07-01,2009-01-07,Empresa 1186,Bairro 13
4633,5074,2019-09-01,2019-09-23,Empresa 5074,Bairro 13
4634,4263,2017-05-12,2017-07-25,Empresa 4263,Bairro 13
4635,1507,1998-03-01,2009-01-07,Empresa 1507,Bairro 13
4636,634,2013-02-25,2013-02-26,Empresa 634,Bairro 13
4637,3250,2006-03-24,2014-01-10,Empresa 3250,Bairro 13
4638,10,2009-11-25,2009-12-16,Empresa 10,Bairro 13
4639,1527,1999-10-20,2009-01-07,Empresa 1527,Bairro 13
4640,3822,2016-02-05,2016-03-17,Empresa 3822,Bairro 13
4641,3702,2015-07-10,2015-09-03,Empresa 3702,Bairro 13
4642,5177,2020-01-06,2020-01-21,Empresa 5177,Bairro 13
4643,3963,2016-08-03,2016-08-19,Empresa 3963,Bairro 13
4644,2583,2007-06-18,2008-07-22,Empresa 2583,Bairro 13
4645,181,2011-02-24,2011-03-01,Empresa 181,Bairro 13
4646,1883,2003-01-02,2009-01-07,Empresa 1883,Bairro 13
4647,1173,1991-01-01,2013-05-24,Empresa 1173,Bairro 13
4648,4960,2019-05-23,2019-06-10,Empresa 4960,Bairro 13
4649,221,2011-04-01,2011-04-04,Empresa 221,Bairro 13
4650,683,2013-05-08,2013-05-17,Empresa 683,Bairro 13
4651,3711,2015-07-17,2015-09-16,Empresa 3711,Bairro 13
4652,737,2013-08-01,2013-07-24,Empresa 737,Bairro 13
4653,1784,2002-02-20,2007-12-20,Empresa 1784,Bairro 13
4654,2383,1999-11-01,2007-06-25,Empresa 2383,Bairro 13
4655,690,2013-03-01,2013-05-27,Empresa 690,Bairro 13
4656,3961,2016-06-01,2016-08-17,Empresa 3961,Bairro 13
4657,691,2013-04-20,2013-05-27,Empresa 691,Bairro 13
4658,3055,2011-11-16,2011-12-12,Empresa 3055,Bairro 13
4659,6313,2023-01-30,2023-01-30,Empresa 6313,Bairro 13
4660,207,2011-03-11,2015-06-11,Empresa 207,Bairro 13
4661,1572,1999-04-01,2009-01-07,Empresa 1572,Bairro 13
4662,1283,1994-03-01,2008-02-29,Empresa 1283,Bairro 13
4663,4426,2017-06-23,2017-12-07,Empresa 4426,Bairro 13
4664,5529,2021-01-18,2021-02-01,Empresa 5529,Bairro 13
4665,3514,2014-10-27,2014-10-27,Empresa 3514,Bairro 13
4666,3207,2013-11-01,2013-12-03,Empresa 3207,Bairro 13
4667,1930,2003-10-01,2009-01-07,Empresa 1930,Bairro 13
4668,3306,2014-03-03,2014-03-03,Empresa 3306,Bairro 13
4669,870,1993-04-23,2009-01-07,Empresa 870,Bairro 13
4670,1888,2003-01-09,2009-01-07,Empresa 1888,Bairro 13
4671,5174,2020-01-13,2020-01-17,Empresa 5174,Bairro 13
4672,5535,2021-01-20,2021-02-05,Empresa 5535,Bairro 13
4673,2011,2004-09-20,2009-01-07,Empresa 2011,Bairro 13
4674,2976,2010-11-24,2011-01-14,Empresa 2976,Bairro 13
4675,3710,2015-06-11,2015-09-11,Empresa 3710,Bairro 13
4676,736,2013-06-01,2013-07-24,Empresa 736,Bairro 13
4677,4358,2017-10-02,2017-10-13,Empresa 4358,Bairro 13
4678,3003,2011-03-30,2011-05-09,Empresa 3003,Bairro 13
4679,3001,2011-04-01,2011-05-05,Empresa 3001,Bairro 13
4680,516,2012-06-15,2012-07-30,Empresa 516,Bairro 13
4681,5558,2021-01-28,2021-02-18,Empresa 5558,Bairro 13
4682,3622,2015-06-03,2015-06-12,Empresa 3622,Bairro 13
4683,2130,2005-06-01,2006-12-15,Empresa 2130,Bairro 13
4684,485,2012-05-21,2012-06-13,Empresa 485,Bairro 13
4685,2359,2007-04-20,2007-05-28,Empresa 2359,Bairro 13
4686,3222,2013-10-31,2013-12-16,Empresa 3222,Bairro 13
4687,6363,2023-03-29,2023-03-29,Empresa 6363,Bairro 13
4688,2097,2005-06-01,2009-01-07,Empresa 2097,Bairro 13
4689,1912,2003-08-20,2006-11-08,Empresa 1912,Bairro 13
4690,3292,2014-02-12,2014-02-12,Empresa 3292,Bairro 13
4691,3232,2011-06-24,2014-01-08,Empresa 3232,Bairro 13
4692,1400,1996-07-01,2009-01-07,Empresa 1400,Bairro 13
4693,2113,2005-07-11,2007-02-15,Empresa 2113,Bairro 13
4694,5148,2019-11-19,2019-12-04,Empresa 5148,Bairro 13
4695,3434,2014-08-18,2014-08-18,Empresa 3434,Bairro 13
4696,2424,2007-07-16,2007-09-04,Empresa 2424,Bairro 13
4697,2122,2005-07-21,2007-02-08,Empresa 2122,Bairro 13
4698,3927,2016-06-28,2016-07-14,Empresa 3927,Bairro 13
4699,5051,2019-07-22,2019-08-29,Empresa 5051,Bairro 13
4700,855,1975-06-01,2007-03-02,Empresa 855,Bairro 13
4701,226,2018-06-14,2011-04-13,Empresa 226,Bairro 13
4702,3938,2016-07-13,2016-07-25,Empresa 3938,Bairro 13
4703,2854,2009-09-14,2009-11-24,Empresa 2854,Bairro 13
4704,5150,2019-12-04,2019-12-06,Empresa 5150,Bairro 13
4705,1727,2001-08-01,2009-01-07,Empresa 1727,Bairro 13
4706,1898,2003-07-01,2007-02-02,Empresa 1898,Bairro 13
4707,3613,2015-05-21,2015-05-29,Empresa 3613,Bairro 13
4708,1277,1994-03-01,2007-08-24,Empresa 1277,Bairro 13
4709,6344,2023-02-17,2023-02-20,Empresa 6344,Bairro 13
4710,387,2012-01-23,2012-02-09,Empresa 387,Bairro 13
4711,1730,2001-08-01,2006-11-08,Empresa 1730,Bairro 13
4712,565,2012-09-12,2012-09-24,Empresa 565,Bairro 13
4713,3094,2012-06-20,2012-07-10,Empresa 3094,Bairro 13
4714,4658,2018-05-30,2018-06-19,Empresa 4658,Bairro 13
4715,5282,2020-03-16,2020-05-22,Empresa 5282,Bairro 13
4716,717,2013-06-13,2013-06-24,Empresa 717,Bairro 13
4717,945,1979-05-02,2009-01-07,Empresa 945,Bairro 13
4718,209,2011-03-01,2011-03-23,Empresa 209,Bairro 13
4719,3915,2016-06-08,2016-06-08,Empresa 3915,Bairro 13
4720,1013,1981-02-01,2009-01-07,Empresa 1013,Bairro 13
4721,1845,2002-11-01,2009-01-07,Empresa 1845,Bairro 13
4722,499,2012-06-03,2012-07-10,Empresa 499,Bairro 13
4723,1806,2002-06-03,2009-01-07,Empresa 1806,Bairro 13
4724,2626,2007-12-02,2008-09-25,Empresa 2626,Bairro 13
4725,218,2011-03-28,2011-03-31,Empresa 218,Bairro 13
4726,6268,2022-11-25,2022-11-25,Empresa 6268,Bairro 13
4727,726,2013-04-02,2013-07-15,Empresa 726,Bairro 13
4728,6141,2022-07-07,2022-07-07,Empresa 6141,Bairro 13
4729,5600,2020-12-07,2021-03-24,Empresa 5600,Bairro 13
4730,2823,2009-08-01,2009-09-10,Empresa 2823,Bairro 13
4731,4697,2008-05-01,2018-07-20,Empresa 4697,Bairro 13
4732,6220,2022-09-29,2022-09-29,Empresa 6220,Bairro 13
4733,4186,2015-08-21,2017-04-20,Empresa 4186,Bairro 13
4734,4739,2018-08-14,2018-08-27,Empresa 4739,Bairro 13
4735,2296,2006-03-01,2006-10-31,Empresa 2296,Bairro 13
4736,1143,1990-08-01,2008-10-29,Empresa 1143,Bairro 13
4737,1659,2000-05-10,2007-12-14,Empresa 1659,Bairro 13
4738,501,2012-06-18,2012-07-12,Empresa 501,Bairro 13
4739,1699,2001-02-15,2008-11-08,Empresa 1699,Bairro 13
4740,470,2008-10-01,2012-05-23,Empresa 470,Bairro 13
4741,86,2010-07-01,2010-07-02,Empresa 86,Bairro 13
4742,3418,2014-05-02,2014-05-02,Empresa 3418,Bairro 13
4743,3295,2014-02-01,2014-02-01,Empresa 3295,Bairro 13
4744,5259,2020-04-13,2020-04-24,Empresa 5259,Bairro 13
4745,1808,1989-08-10,2009-01-07,Empresa 1808,Bairro 13
4746,4490,2015-04-17,2018-02-19,Empresa 4490,Bairro 13
4747,3199,2013-10-28,2013-11-14,Empresa 3199,Bairro 13
4748,1330,1994-08-01,2007-02-08,Empresa 1330,Bairro 13
4749,3805,2016-02-11,2016-02-22,Empresa 3805,Bairro 13
4750,2466,2007-10-01,2007-12-03,Empresa 2466,Bairro 13
4751,2067,2005-04-04,2006-09-18,Empresa 2067,Bairro 13
4752,782,2013-08-23,2013-10-02,Empresa 782,Bairro 13
4753,2249,2006-06-01,2007-08-13,Empresa 2249,Bairro 13
4754,4111,2017-01-01,2017-02-13,Empresa 4111,Bairro 13
4755,6016,2022-03-01,2022-03-08,Empresa 6016,Bairro 13
4756,5847,2021-09-01,2021-09-01,Empresa 5847,Bairro 13
4757,2896,2010-05-03,2010-05-06,Empresa 2896,Bairro 13
4758,2479,2002-01-01,2008-01-25,Empresa 2479,Bairro 13
4759,1714,2001-06-01,2009-01-07,Empresa 1714,Bairro 13
4760,1452,1996-01-02,2009-01-07,Empresa 1452,Bairro 13
4761,3380,2011-02-07,2014-05-26,Empresa 3380,Bairro 13
4762,2753,2009-04-01,2009-05-11,Empresa 2753,Bairro 13
4763,834,1998-06-02,2011-11-25,Empresa 834,Bairro 13
4764,1969,2004-06-01,2009-01-07,Empresa 1969,Bairro 13
4765,3178,2010-06-23,2013-09-04,Empresa 3178,Bairro 13
4766,4720,2018-08-01,2018-08-09,Empresa 4720,Bairro 13
4767,5108,2019-10-18,2019-10-23,Empresa 5108,Bairro 13
4768,3878,2016-05-17,2016-05-25,Empresa 3878,Bairro 13
4769,5854,2021-09-01,2021-09-06,Empresa 5854,Bairro 13
4770,1744,2001-08-10,2008-04-22,Empresa 1744,Bairro 13
4771,188,2011-02-01,2011-03-08,Empresa 188,Bairro 13
4772,223,2011-04-15,2011-04-13,Empresa 223,Bairro 13
4773,2829,2009-09-01,2009-09-21,Empresa 2829,Bairro 13
4774,4357,2017-09-19,2017-10-13,Empresa 4357,Bairro 13
4775,860,1989-03-01,2012-12-07,Empresa 860,Bairro 13
4776,3305,2014-02-25,2014-03-17,Empresa 3305,Bairro 13
4777,3745,2015-11-18,2015-11-25,Empresa 3745,Bairro 13
4778,4404,2017-10-30,2017-11-14,Empresa 4404,Bairro 13
4779,3870,2016-03-30,2016-05-19,Empresa 3870,Bairro 13
4780,4626,2018-05-08,2018-05-24,Empresa 4626,Bairro 13
4781,6019,2022-03-08,2022-03-09,Empresa 6019,Bairro 13
4782,4718,2018-07-23,2018-08-07,Empresa 4718,Bairro 13
4783,741,2013-05-02,2013-07-30,Empresa 741,Bairro 13
4784,264,2011-06-15,2011-06-16,Empresa 264,Bairro 13
4785,1326,1995-04-01,2007-02-02,Empresa 1326,Bairro 13
4786,1504,1998-02-01,2008-07-14,Empresa 1504,Bairro 14
4787,438,2012-03-27,2012-03-29,Empresa 438,Bairro 14
4788,4698,2018-06-18,2018-07-20,Empresa 4698,Bairro 14
4789,57,2010-05-03,2010-05-05,Empresa 57,Bairro 14
4790,846,1979-08-01,2007-06-11,Empresa 846,Bairro 14
4791,1705,2001-03-01,2007-08-01,Empresa 1705,Bairro 14
4792,1774,2002-03-01,2009-01-07,Empresa 1774,Bairro 14
4793,1853,2002-09-03,2008-05-07,Empresa 1853,Bairro 14
4794,4963,2019-05-31,2019-06-12,Empresa 4963,Bairro 14
4795,4510,2017-12-18,2018-02-28,Empresa 4510,Bairro 14
4796,4509,2017-12-18,2018-02-28,Empresa 4509,Bairro 14
4797,4230,2017-05-03,2017-06-22,Empresa 4230,Bairro 14
4798,4215,2004-09-15,2017-05-26,Empresa 4215,Bairro 14
4799,4219,2017-05-16,2017-05-30,Empresa 4219,Bairro 14
4800,5001,2019-07-02,2019-07-18,Empresa 5001,Bairro 14
4801,5005,2019-07-22,2019-07-25,Empresa 5005,Bairro 14
4802,4633,2017-07-25,2018-05-29,Empresa 4633,Bairro 14
4803,2828,2009-09-01,2009-09-21,Empresa 2828,Bairro 14
4804,302,2011-07-01,2011-08-19,Empresa 302,Bairro 14
4805,4180,2017-02-17,2017-04-19,Empresa 4180,Bairro 14
4806,770,2013-08-01,2013-09-04,Empresa 770,Bairro 14
4807,442,2012-03-23,2012-04-03,Empresa 442,Bairro 14
4808,338,2011-11-09,2011-11-16,Empresa 338,Bairro 14
4809,646,2013-02-28,2013-03-20,Empresa 646,Bairro 14
4810,5139,1998-12-01,2019-11-27,Empresa 5139,Bairro 14
4811,5052,2019-08-09,2019-09-02,Empresa 5052,Bairro 14
4812,153,2010-12-01,2010-12-02,Empresa 153,Bairro 14
4813,890,1995-09-01,2009-01-07,Empresa 890,Bairro 14
4814,936,1980-05-15,2007-01-30,Empresa 936,Bairro 14
4815,5164,2019-11-29,2020-01-10,Empresa 5164,Bairro 14
4816,5166,2019-12-03,2020-01-10,Empresa 5166,Bairro 14
4817,4066,2016-10-03,2016-12-02,Empresa 4066,Bairro 14
4818,4065,2016-11-11,2016-12-01,Empresa 4065,Bairro 14
4819,4928,2019-04-17,2019-05-16,Empresa 4928,Bairro 14
4820,6296,2023-01-17,2023-01-17,Empresa 6296,Bairro 14
4821,5197,2020-01-31,2020-02-06,Empresa 5197,Bairro 14
4822,804,2014-02-01,2013-11-08,Empresa 804,Bairro 14
4823,1389,1996-07-01,2007-09-10,Empresa 1389,Bairro 14
4824,3988,2016-08-26,2016-09-02,Empresa 3988,Bairro 14
4825,3896,2016-05-04,2016-06-15,Empresa 3896,Bairro 14
4826,2110,2003-03-15,2007-10-18,Empresa 2110,Bairro 14
4827,2729,2009-04-02,2009-04-08,Empresa 2729,Bairro 14
4828,3945,2016-07-13,2016-07-28,Empresa 3945,Bairro 14
4829,2482,2008-01-02,2008-01-31,Empresa 2482,Bairro 14
4830,2775,2009-06-08,2009-06-10,Empresa 2775,Bairro 14
4831,3999,2016-08-01,2016-09-23,Empresa 3999,Bairro 14
4832,1007,1985-03-01,2006-11-09,Empresa 1007,Bairro 14
4833,286,2011-07-01,2011-07-20,Empresa 286,Bairro 14
4834,4775,2018-09-25,2018-10-02,Empresa 4775,Bairro 14
4835,1201,1991-12-01,2007-08-29,Empresa 1201,Bairro 14
4836,5225,2019-12-13,2020-03-05,Empresa 5225,Bairro 14
4837,265,2011-05-02,2011-06-22,Empresa 265,Bairro 14
4838,593,2012-10-01,2012-11-07,Empresa 593,Bairro 14
4839,2624,2003-01-02,2008-09-24,Empresa 2624,Bairro 14
4840,1843,2002-11-01,2009-01-07,Empresa 1843,Bairro 14
4841,2770,2009-05-12,2009-06-02,Empresa 2770,Bairro 14
4842,4451,2017-12-06,2018-01-10,Empresa 4451,Bairro 14
4843,1548,1994-08-01,2009-01-07,Empresa 1548,Bairro 14
4844,3554,2015-02-02,2015-03-23,Empresa 3554,Bairro 14
4845,586,2012-10-15,2012-10-19,Empresa 586,Bairro 14
4846,2955,2010-09-13,2010-10-25,Empresa 2955,Bairro 14
4847,4003,2016-06-13,2016-09-26,Empresa 4003,Bairro 14
4848,1513,1998-08-01,2009-01-07,Empresa 1513,Bairro 14
4849,2446,2007-09-06,2007-10-16,Empresa 2446,Bairro 14
4850,1655,2000-03-01,2009-01-07,Empresa 1655,Bairro 14
4851,2565,2008-07-01,2008-07-03,Empresa 2565,Bairro 14
4852,2384,2004-11-12,2007-06-26,Empresa 2384,Bairro 14
4853,2186,2005-08-01,2007-02-06,Empresa 2186,Bairro 14
4854,3067,2011-12-08,2012-02-21,Empresa 3067,Bairro 14
4855,4454,2017-08-23,2018-01-11,Empresa 4454,Bairro 14
4856,2587,2008-07-21,2008-07-28,Empresa 2587,Bairro 14
4857,1423,1997-04-03,1997-04-03,Empresa 1423,Bairro 14
4858,5325,1993-10-01,2020-07-17,Empresa 5325,Bairro 14
4859,570,2012-07-02,2012-10-01,Empresa 570,Bairro 14
4860,5230,2020-03-03,2020-03-12,Empresa 5230,Bairro 14
4861,856,1978-01-01,2007-01-05,Empresa 856,Bairro 14
4862,2423,2007-08-01,2007-09-03,Empresa 2423,Bairro 14
4863,90,2010-06-14,2010-07-07,Empresa 90,Bairro 14
4864,2535,2008-04-24,2008-05-09,Empresa 2535,Bairro 14
4865,5387,2020-04-30,2020-09-09,Empresa 5387,Bairro 14
4866,234,1961-06-09,2007-06-01,Empresa 234,Bairro 14
4867,2178,2006-01-02,2007-05-30,Empresa 2178,Bairro 14
4868,3731,2015-10-15,2015-10-26,Empresa 3731,Bairro 14
4869,2568,2008-06-20,2008-07-08,Empresa 2568,Bairro 14
4870,1300,1994-03-25,2008-01-22,Empresa 1300,Bairro 14
4871,1576,1995-07-01,2008-05-30,Empresa 1576,Bairro 14
4872,2114,2005-07-25,2009-01-07,Empresa 2114,Bairro 14
4873,1134,1990-06-01,2009-01-07,Empresa 1134,Bairro 14
4874,2293,2006-06-08,2006-10-25,Empresa 2293,Bairro 14
4875,4812,2018-10-01,2018-11-27,Empresa 4812,Bairro 14
4876,655,2013-02-07,2013-04-02,Empresa 655,Bairro 14
4877,5521,2021-01-14,2021-01-19,Empresa 5521,Bairro 14
4878,705,2012-04-30,2013-06-13,Empresa 705,Bairro 14
4879,5542,2021-01-08,2021-02-10,Empresa 5542,Bairro 14
4880,5585,2021-02-11,2021-03-17,Empresa 5585,Bairro 14
4881,2259,2004-12-03,2006-07-21,Empresa 2259,Bairro 14
4882,1515,1996-03-01,2009-01-07,Empresa 1515,Bairro 14
4883,5725,2021-03-05,2021-06-21,Empresa 5725,Bairro 14
4884,5726,2021-05-06,2021-06-21,Empresa 5726,Bairro 14
4885,1990,1999-06-28,2007-02-21,Empresa 1990,Bairro 14
4886,3809,2016-02-16,2016-03-01,Empresa 3809,Bairro 14
4887,103,2010-07-26,2010-07-28,Empresa 103,Bairro 14
4888,5774,2021-06-30,2021-07-09,Empresa 5774,Bairro 14
4889,172,2020-02-13,2011-02-14,Empresa 172,Bairro 14
4890,5815,2021-07-28,2021-08-06,Empresa 5815,Bairro 14
4891,4841,2018-09-20,2019-01-15,Empresa 4841,Bairro 14
4892,4846,2018-11-07,2019-01-18,Empresa 4846,Bairro 14
4893,5884,2021-08-12,2021-09-30,Empresa 5884,Bairro 14
4894,5886,2021-09-16,2021-10-04,Empresa 5886,Bairro 14
4895,5920,2021-10-25,2021-11-09,Empresa 5920,Bairro 14
4896,5943,2021-11-25,2021-11-26,Empresa 5943,Bairro 14
4897,5547,2020-12-18,2021-02-11,Empresa 5547,Bairro 14
4898,5976,2020-09-18,2022-01-24,Empresa 5976,Bairro 14
4899,4349,2014-11-17,2017-10-06,Empresa 4349,Bairro 14
4900,6063,2022-04-19,2022-04-20,Empresa 6063,Bairro 14
4901,6125,2022-06-24,2022-06-24,Empresa 6125,Bairro 14
4902,4705,2018-07-17,2018-07-27,Empresa 4705,Bairro 14
4903,6338,2020-09-29,2020-09-29,Empresa 6338,Bairro 14
4904,1124,1988-10-27,2006-12-21,Empresa 1124,Bairro 14
4905,1148,1990-10-10,2006-07-28,Empresa 1148,Bairro 14
4906,1170,2021-09-23,2021-10-07,Empresa 1170,Bairro 14
4907,3548,2015-01-14,2015-01-14,Empresa 3548,Bairro 14
4908,1235,1993-04-01,2006-07-18,Empresa 1235,Bairro 14
4909,4328,2017-09-01,2017-09-19,Empresa 4328,Bairro 14
4910,1320,1994-10-30,2009-01-07,Empresa 1320,Bairro 14
4911,27,2010-02-01,2010-02-22,Empresa 27,Bairro 14
4912,1362,1995-10-10,2009-01-07,Empresa 1362,Bairro 14
4913,393,2008-07-03,2012-02-16,Empresa 393,Bairro 14
4914,1469,1997-11-01,2009-01-07,Empresa 1469,Bairro 14
4915,408,2011-11-07,2012-03-01,Empresa 408,Bairro 14
4916,1060,1986-03-15,2006-09-13,Empresa 1060,Bairro 14
4917,4870,2018-11-13,2019-02-18,Empresa 4870,Bairro 14
4918,4873,2019-02-11,2019-02-22,Empresa 4873,Bairro 14
4919,6046,2022-02-15,2022-03-31,Empresa 6046,Bairro 14
4920,659,2013-03-13,2015-06-08,Empresa 659,Bairro 14
4921,4331,2017-08-02,2017-09-19,Empresa 4331,Bairro 14
4922,3263,2005-09-19,2014-01-13,Empresa 3263,Bairro 14
4923,4333,2017-07-13,2017-09-19,Empresa 4333,Bairro 14
4924,3544,2015-02-05,2015-02-05,Empresa 3544,Bairro 14
4925,4699,2018-06-18,2018-07-20,Empresa 4699,Bairro 14
4926,136,2010-11-01,2010-10-28,Empresa 136,Bairro 14
4927,4896,2019-01-31,2019-04-03,Empresa 4896,Bairro 14
4928,2846,2009-10-15,2009-11-05,Empresa 2846,Bairro 14
4929,664,2013-04-11,2013-04-12,Empresa 664,Bairro 15
4930,1602,1999-08-02,2009-01-07,Empresa 1602,Bairro 15
4931,2607,2008-08-04,2008-08-27,Empresa 2607,Bairro 15
4932,694,2013-05-10,2013-06-03,Empresa 694,Bairro 15
4933,51,2010-04-01,2010-04-14,Empresa 51,Bairro 15
4934,2219,2006-03-01,2007-03-14,Empresa 2219,Bairro 15
4935,3825,2016-03-07,2016-03-21,Empresa 3825,Bairro 15
4936,3129,2012-07-25,2013-01-25,Empresa 3129,Bairro 15
4937,354,2011-12-01,2011-12-12,Empresa 354,Bairro 15
4938,3509,2014-11-03,2014-12-16,Empresa 3509,Bairro 15
4939,503,2012-07-23,2012-07-16,Empresa 503,Bairro 15
4940,1340,1995-04-01,2006-11-08,Empresa 1340,Bairro 15
4941,4319,2016-06-23,2017-09-06,Empresa 4319,Bairro 15
4942,3215,2013-11-18,2013-12-05,Empresa 3215,Bairro 15
4943,339,2011-10-24,2011-11-16,Empresa 339,Bairro 15
4944,468,2012-05-07,2012-05-21,Empresa 468,Bairro 15
4945,389,2012-01-20,2012-02-09,Empresa 389,Bairro 15
4946,476,2012-05-02,2012-06-11,Empresa 476,Bairro 15
4947,478,2012-06-01,2012-06-11,Empresa 478,Bairro 15
4948,482,2012-04-02,2012-06-12,Empresa 482,Bairro 15
4949,484,2012-06-01,2012-06-13,Empresa 484,Bairro 15
4950,427,2012-02-15,2012-03-20,Empresa 427,Bairro 15
4951,467,2012-04-24,2012-05-18,Empresa 467,Bairro 15
4952,418,2012-01-25,2012-03-09,Empresa 418,Bairro 15
4953,2767,2001-09-03,2009-05-26,Empresa 2767,Bairro 15
4954,2783,2009-06-08,2009-06-25,Empresa 2783,Bairro 15
4955,976,1977-09-01,2009-01-07,Empresa 976,Bairro 15
4956,3307,2013-12-20,2013-12-20,Empresa 3307,Bairro 15
4957,243,2011-04-27,2011-05-17,Empresa 243,Bairro 15
4958,3767,2015-12-15,2016-01-12,Empresa 3767,Bairro 15
4959,1460,1999-06-01,2007-07-05,Empresa 1460,Bairro 15
4960,242,2011-04-27,2011-05-13,Empresa 242,Bairro 15
4961,340,2011-05-18,2011-11-16,Empresa 340,Bairro 15
4962,167,2011-01-17,2011-01-20,Empresa 167,Bairro 15
4963,158,2010-12-01,2010-12-07,Empresa 158,Bairro 15
4964,2950,2010-10-04,2010-10-08,Empresa 2950,Bairro 15
4965,626,2012-12-04,2013-02-19,Empresa 626,Bairro 15
4966,622,2012-11-16,2013-02-12,Empresa 622,Bairro 15
4967,2640,2008-08-25,2008-10-20,Empresa 2640,Bairro 15
4968,3965,2016-08-01,2016-08-22,Empresa 3965,Bairro 15
4969,781,2013-09-18,2013-09-30,Empresa 781,Bairro 15
4970,3284,2013-10-30,2014-02-19,Empresa 3284,Bairro 15
4971,1260,1993-11-16,2009-01-07,Empresa 1260,Bairro 15
4972,1188,1991-08-01,2007-02-05,Empresa 1188,Bairro 15
4973,1160,1954-09-27,2007-12-14,Empresa 1160,Bairro 15
4974,4050,2016-10-19,2016-10-19,Empresa 4050,Bairro 15
4975,203,2011-03-15,2011-03-15,Empresa 203,Bairro 15
4976,1092,1989-04-10,2009-01-07,Empresa 1092,Bairro 15
4977,2589,2008-07-03,2008-07-28,Empresa 2589,Bairro 15
